titel,pdf,urn,sou-nr,full_titel
1994:12,https://weburn.kb.se/sou/507/urn-nbn-se-kb-digark-5064005.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265285,1994:12,"Suveränitet och demokrati betänkande. Bilagedel med expertuppsatser",
1994:12,https://weburn.kb.se/sou/507/urn-nbn-se-kb-digark-5060795.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265284,1994:12,"Suveränitet och demokrati betänkande",
1994:13,https://weburn.kb.se/sou/471/urn-nbn-se-kb-digark-4706452.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265288,1994:13,"JIK-metoden, m.m. delbetänkande",
1994:14,https://weburn.kb.se/sou/372/urn-nbn-se-kb-digark-3716617.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265291,1994:14,"Konsumentpolitik i en ny tid Konsumentpolitiska kommitténs betänkande",
1994:15,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4711922.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265293,1994:15,"På väg betänkande",
1994:16,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4721696.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265294,1994:16,"Skoterkörning på jordbruks- och skogsmark kartläggning och åtgärdsförslag : betänkande",
1994:17,https://weburn.kb.se/sou/511/urn-nbn-se-kb-digark-5102212.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8224484,1994:17,"Års- och koncernredovisning enligt EG-direktiv D. 2,delbetänkande.",
1994:17,https://weburn.kb.se/sou/507/urn-nbn-se-kb-digark-5063144.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1793798,1994:17,"Års- och koncernredovisning enligt EG-direktiv D. 1,delbetänkande.",
1994:18,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4710022.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265297,1994:18,"Kvalitet i kommunal verksamhet nationell uppföljning och utvärdering : rapport till Lokaldemokratikommittén",
1994:19,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4725756.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265302,1994:19,"Rena roller i biståndet styrning och arbetsfördelning i en effektiv biståndsförvaltning : betänkande från Biståndsförvaltningsutredningen",
1994:20,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4727826.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265305,1994:20,"Reformerat pensionssystem betänkande",
1994:21,https://weburn.kb.se/sou/481/urn-nbn-se-kb-digark-4803224.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265306,1994:21,"Reformerat pensionssystem Bil. A,betänkande.",
1994:22,https://weburn.kb.se/sou/471/urn-nbn-se-kb-digark-4709541.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265307,1994:22,"Reformerat pensionssystem Bil. B,betänkande.",
1994:23,https://weburn.kb.se/sou/471/urn-nbn-se-kb-digark-4706601.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265309,1994:23,"Förvalta bostäder betänkande",
1994:24,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4722978.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351241,1994:24,"Svensk alkoholpolitik en strategi för framtiden : huvudbetänkande",
1994:25,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4711409.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265314,1994:25,"Svensk alkoholpolitik bakgrund och nuläge : delbetänkande",
1994:26,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4723806.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351242,1994:26,"Att förebygga alkoholproblem delbetänkande",
1994:27,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4747943.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265316,1994:27,"Vård av alkoholmissbrukare delbetänkande",
1994:28,https://weburn.kb.se/sou/471/urn-nbn-se-kb-digark-4708320.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265317,1994:28,"Kvinnor och alkohol delbetänkande",
1994:29,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4710450.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351243,1994:29,"Barn - föräldrar - alkohol delbetänkande",
1994:30,https://weburn.kb.se/sou/484/urn-nbn-se-kb-digark-4831496.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265319,1994:30,"Vallagen slutbetänkande",
1994:31,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4720484.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265323,1994:31,"Vissa mervärdeskattefrågor III kultur m.m. : slutbetänkande",
1994:32,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4727106.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265326,1994:32,"Mycket under samma tak betänkande",
1994:33,https://weburn.kb.se/sou/471/urn-nbn-se-kb-digark-4709303.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265327,1994:33,"Vandelns betydelse i medborgarskapsärenden, m.m. slutbetänkande",
1994:34,https://weburn.kb.se/sou/471/urn-nbn-se-kb-digark-4707520.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265329,1994:34,"Tekniskt utrymme för ytterligare TV-sändningar slutbetänkande",
1994:35,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4714097.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265330,1994:35,"Vår andes stämma - och andras kulturpolitik och internationalisering : betänkande",
1994:36,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4746235.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265332,1994:36,"Miljö och fysisk planering delbetänkande",
1994:37,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4713301.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265333,1994:37,"Sexualupplysning och reproduktiv hälsa under 1900-talet i Sverige betänkande",
1994:38,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4714359.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265334,1994:38,"Kvinnor, barn och arbete i Sverige 1850-1993 betänkande",
1994:39,https://weburn.kb.se/sou/504/urn-nbn-se-kb-digark-5035602.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265401,1994:39,"The old are youngsters who have grown older solidarity between generations in Sweden : the European Year of Older People 1993 : summary of the final report of the Swedish Committee on the European Year of Older People 1993",
1994:39,https://weburn.kb.se/sou/502/urn-nbn-se-kb-digark-5011207.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265337,1994:39,"Gamla är unga som blivit äldre om solidaritet mellan generationerna : Europeiska äldreåret 1993 : slutbetänkande",
1994:40,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4717498.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265339,1994:40,"Långsiktig strålskyddsforskning betänkande",
1994:41,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4718128.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265340,1994:41,"Ledighetslagstiftningen - en översyn betänkande",
1994:42,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4715998.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265341,1994:42,"Staten och trossamfunden betänkande",
1994:43,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4714927.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265344,1994:43,"Uppskattad sysselsättning om skatternas betydelse för den privata tjänstesektorn : betänkande",
1994:44,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4716348.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265345,1994:44,"Folkbokföringsuppgifterna i samhället slutbetänkande",
1994:45,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4724926.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265348,1994:45,"Grunden för livslångt lärande en barnmogen skola : betänkande",
1994:47,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4747723.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265347,1994:47,"Avveckling av den obligatoriska anslutningen till studentkårer och nationer betänkande",
1994:48,https://weburn.kb.se/sou/507/urn-nbn-se-kb-digark-5066132.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265351,1994:48,"Kunskap för utveckling betänkande. Bilagedel",
1994:48,https://weburn.kb.se/sou/505/urn-nbn-se-kb-digark-5042975.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265350,1994:48,"Kunskap för utveckling betänkande",
1994:49,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4715288.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265352,1994:49,"Utrikessekretessen betänkande",
1994:50,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4720715.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265353,1994:50,"Allemanssparandet en översyn : betänkande",
1994:51,https://weburn.kb.se/sou/513/urn-nbn-se-kb-digark-5126059.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351244,1994:51,"Minne och bildning museernas uppdrag och organisation : slutbetänkande",
1994:51,https://weburn.kb.se/sou/511/urn-nbn-se-kb-digark-5108397.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351245,1994:51,"Minne och bildning museernas uppdrag och organisation. Bilagedel",
1994:52,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4718393.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265358,1994:52,"Teaterns roller betänkande",
1994:53,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4719016.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265359,1994:53,"Mästarbrev för hantverkare betänkande",
1994:54,https://weburn.kb.se/sou/473/urn-nbn-se-kb-digark-4722396.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265363,1994:54,"Utvärdering av praxis i asylärenden betänkande",
1994:55,https://weburn.kb.se/sou/478/urn-nbn-se-kb-digark-4775037.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265366,1994:55,"Rätten till ratten reformerat bilstöd : slutbetänkande",
1994:56,https://weburn.kb.se/sou/472/urn-nbn-se-kb-digark-4719758.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265368,1994:56,"Ett centrum för kvinnor som våldtagits och misshandlats delbetänkande",
1994:57,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4739503.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1643584,1994:57,"Beskattning av fastigheter. D. 2",
1994:58,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4743754.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265371,1994:58,"6 juni nationaldagen : betänkande",
1994:59,https://weburn.kb.se/sou/514/urn-nbn-se-kb-digark-5134959.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1814600,1994:59,"Vilka vattendrag skall skyddas? 1,betänkande.",
1994:59,https://weburn.kb.se/sou/512/urn-nbn-se-kb-digark-5110757.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1814601,1994:59,"Vilka vattendrag skall skyddas? 2,betänkande.",
1994:60,https://weburn.kb.se/sou/478/urn-nbn-se-kb-digark-4771553.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265377,1994:60,"Särskilda skäl utformning och tillämpning av 2 kap. 5 § och andra bestämmelser i utlänningslagen : slutbetänkande",
1994:61,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4731196.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265380,1994:61,"Pantbankernas kreditgivning rapport från Pantbanksutredningen",
1994:62,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4743212.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8224892,1994:62,"Rationaliserad fastighetstaxering D. 1delbetänkande.",
1994:63,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4744283.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265381,1994:63,"Personnummer integritet och effektivitet : betänkande",
1994:64,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4742083.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265382,1994:64,"Med raps i tankarna? delbetänkande",
1994:65,https://weburn.kb.se/sou/503/urn-nbn-se-kb-digark-5027836.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1704826,1994:65,"Statistik och integritet. D. 2",
1994:66,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4734604.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351246,1994:66,"Finansiella tjänster i förändring [insättning av kundmedel, andelsbank och kreditföretag, valutaväxling, banktjänster genom ombud] : delbetänkande",
1994:67,https://weburn.kb.se/sou/478/urn-nbn-se-kb-digark-4771559.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265387,1994:67,"Räddningstjänst i samverkan och på entreprenad slutbetänkande",
1994:68,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4738304.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351247,1994:68,"Otillbörlig kurspåverkan och vissa insiderfrågor betänkande",
1994:69,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4743373.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265392,1994:69,"On the general principles of environment protection a report from the Swedish Environmental Advisory Council",
1994:70,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4733663.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265395,1994:70,"Inomkommunal utjämning betänkande",
1994:71,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4733024.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265396,1994:71,"Om intyg och utlåtanden som utfärdas av hälso- och sjukvårdspersonal i yrkesutövningen betänkande",
1994:72,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4737233.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265397,1994:72,"Sjukpenning, arbetsskada och förtidspension förutsättningar och erfarenheter : rapport från Sjuk- och arbetsskadeberedningen",
1994:73,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4736883.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351248,1994:73,"Ungdomars välfärd och värderingar rapport till Barn- och ungdomsdelegationen och Generationsutredningen",
1994:74,https://weburn.kb.se/sou/474/urn-nbn-se-kb-digark-4738534.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351249,1994:74,"Punktskatterna och EG delbetänkande",
1994:75,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4740234.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351250,1994:75,"Patientskadelag betänkande",
1994:76,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4741229.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265402,1994:76,"Trade and the environment towards a sustainable playing field : a report from the Swedish Environmental Advisory Council",
1994:78,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4741895.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265405,1994:78,"Citytunneln i Malmö betänkande",
1994:79,https://weburn.kb.se/sou/478/urn-nbn-se-kb-digark-4771056.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265408,1994:79,"Allmänhetens bankombudsman betänkande",
1994:80,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4744112.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265413,1994:80,"Iakttagelser under en reform lägesrapport från Resursberedningens uppföljning vid sex universitet och högskolor av det nya resurstilldelningssystemet för grundläggande högskoleutbildning : delbetänkande",
1994:81,https://weburn.kb.se/sou/475/urn-nbn-se-kb-digark-4749081.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265417,1994:81,"Ny lag om skiljeförfarande delbetänkande",
1994:82,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4756358.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265420,1994:82,"Förstärkta miljöinsatser i jordbruket svensk tillämpning av EG:s miljöprogram : betänkande",
1994:83,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4766444.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265422,1994:83,"Övergång av verksamheter och kollektiva uppsägningar EU och den svenska arbetsrätten : delbetänkande",
1994:84,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4767596.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351252,1994:84,"Samvetsklausul inom högskoleutbildningen betänkande",
1994:85,https://weburn.kb.se/sou/513/urn-nbn-se-kb-digark-5128373.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1854142,1994:85,"Ny lag om skatt på energi D. 2,en teknisk översyn och EG-anpassning. Författningstext och bilagor",
1994:85,https://weburn.kb.se/sou/513/urn-nbn-se-kb-digark-5123682.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-1854143,1994:85,"Ny lag om skatt på energi D. 1,en teknisk översyn och EG-anpassning.",
1994:86,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4765633.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265426,1994:86,"Teknologi och vårdkonsumtion inom sluten somatisk korttidsvård 1981-2001 rapport till Kommittén om hälso- och sjukvårdens finansiering och organisation, HSU 2000",
1994:87,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4752819.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265428,1994:87,"Nya tidpunkter för redovisning och betalning av skatter och avgifter delbetänkande",
1994:88,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4757059.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265429,1994:88,"Mervärdesskatten och EG slutbetänkande",
1994:89,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4754770.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265430,1994:89,"Tullagstiftningen och EG betänkande",
1994:90,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4762032.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265431,1994:90,"Kart- och fastighetsverksamhet finansiering, samordning och författningsreglering : slutbetänkande",
1994:91,https://weburn.kb.se/sou/502/urn-nbn-se-kb-digark-5013298.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351253,1994:91,"Trafiken och koldioxiden principer för att minska trafikens koldioxidutsläpp : delbetänkande",
1994:92,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4768318.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351254,1994:92,"Miljözoner för trafik i tätorter delbetänkande",
1994:93,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4765114.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265437,1994:93,"Levande skärgårdar betänkande",
1994:94,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4766742.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265439,1994:94,"Dagspressen i 1990-talets medielandskap en expertrapport från Pressutredningen -94",
1994:95,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4767365.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265440,1994:95,"En allmän sjukvårdsförsäkring i offentlig regi rapport till Kommittén om hälso- och sjukvårdens finansiering och organisation, HSU 2000",
1994:96,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4752184.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265441,1994:96,"Följdlagstiftning till miljöbalken slutbetänkande",
1994:97,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4755241.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265443,1994:97,"Reglering av vattenuttag ur enskilda brunnar delbetänkande",
1994:98,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4750351.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265442,1994:98,"Beskattning av förmåner betänkande",
1994:100,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4758360.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265448,1994:100,"Beskattningen vid gränsöverskridande omstruktureringar inom EG, m.m. delbetänkande",
1994:101,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4754303.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8351255,1994:101,"Höj ribban! lärarkompetens för yrkesutbildning : slutbetänkande",
1994:102,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4753555.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265452,1994:102,"Analys och utvärdering av bistånd betänkande",
1994:103,https://weburn.kb.se/sou/546/urn-nbn-se-kb-digark-5459377.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265453,1994:103,"Studiemedelsfinansierad polisutbildning delbetänkande",
1994:104,https://weburn.kb.se/sou/482/urn-nbn-se-kb-digark-4814783.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265454,1994:104,"PVC - en plan för att undvika miljöpåverkan delbetänkande",
1994:105,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4761296.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265455,1994:105,"Ny lagstiftning om radio och TV slutbetänkande",
1994:106,https://weburn.kb.se/sou/476/urn-nbn-se-kb-digark-4758759.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265458,1994:106,"Sjöarbetstid betänkande",
1994:107,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4760005.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265459,1994:107,"Säkrare finansiering av framtida kärnavfallskostnader betänkande",
1994:108,https://weburn.kb.se/sou/477/urn-nbn-se-kb-digark-4769152.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265460,1994:108,"Säkrare finansiering av framtida kärnavfallskostnader betänkande.",
1994:109,https://weburn.kb.se/sou/478/urn-nbn-se-kb-digark-4772705.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7265466,1994:109,"Tåget kommer slutbetänkande",
